,Where did you find out about Orange?,What Data Mining level are you?,Where do you work?,Excel,IBM SPSS Statistics,KNIME,MATLAB,Python,Python Pandas,R,Rapid Miner,SQL,Weka,None,"Would you enjoy getting monthly tips and video tutorials on how to get the most out of Orange? If so, type your email below. <br><br>*<em>You can unsubscribe at any time and we will always respect your privacy.</em>"
17658,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
17659,Web,Beginner,I'm a student,1,1,1,0,0,0,0,1,0,0,1,1
17660,Web,Beginner,Academia,0,1,1,1,1,1,1,1,0,1,1,1
17661,Job,Intermediate,Research,0,1,1,0,1,1,0,1,1,1,1,1
17662,Web,Beginner,Research,0,1,1,0,1,1,1,1,0,1,1,1
17663,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
17664,School,Expert,Research,0,1,1,0,1,1,1,1,1,1,1,1
17665,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17666,Web,Intermediate,Industry,0,1,1,1,1,0,0,1,0,1,1,1
17667,Friends,Intermediate,I'm a student,0,1,1,1,1,1,0,1,1,1,1,1
17668,Web,Expert,Industry,1,1,1,1,0,0,1,1,1,1,1,1
17669,Job,Intermediate,Academia,0,1,1,0,1,1,0,1,1,1,1,1
17670,Web,Beginner,Academia,0,1,1,0,1,1,1,1,1,1,1,1
17671,Web,Intermediate,Industry,0,0,1,1,0,0,0,1,0,1,1,1
17672,College,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17673,Job,Beginner,Research,1,1,1,1,0,1,1,1,0,1,1,1
17674,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17675,School,Beginner,Academia,1,1,1,1,1,1,0,0,1,0,1,1
17676,Web,Beginner,Research,0,1,1,1,0,1,1,1,1,1,1,1
17677,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
17678,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17679,Web,Beginner,Academia,1,1,1,0,1,1,1,1,1,1,1,1
17680,Web,Intermediate,I'm a student,0,0,1,1,1,1,0,1,1,1,1,1
17681,Web,Beginner,Research,0,1,0,0,1,1,1,0,1,0,1,1
17682,Web,Beginner,Academia,0,1,1,1,1,0,0,1,1,1,1,1
17683,,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17684,Friends,Beginner,I'm a student,1,1,1,0,0,0,1,1,1,1,1,1
17685,,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17686,School,Beginner,Academia,0,1,1,0,0,1,0,1,1,1,1,1
17687,Web,Beginner,I'm a student,0,1,1,1,0,0,1,0,0,1,1,1
17688,Job,Beginner,Industry,0,1,1,0,1,1,0,0,0,1,1,1
17689,College,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
17690,Web,Beginner,,0,1,1,1,1,1,1,1,1,1,1,1
17691,College,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
17692,College,Expert,Academia,1,1,1,1,1,1,0,1,1,1,1,1
17693,Conference,Beginner,Industry,0,1,1,1,0,0,0,1,1,1,1,1
17694,Web,Beginner,Research,0,1,1,1,0,1,0,1,1,1,1,1
17695,College,Intermediate,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
17696,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17697,Web,Beginner,Research,0,1,1,1,0,0,0,1,0,1,1,1
17698,Job,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,0,1
17699,Web,Beginner,Industry,1,1,1,1,0,0,0,1,1,1,1,1
17700,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
17701,Conference,Beginner,Academia,1,1,1,1,1,1,1,1,1,0,1,1
17702,Web,Beginner,,0,1,1,1,1,1,0,1,1,1,1,1
17703,Job,Intermediate,Research,0,1,1,0,0,0,0,1,1,1,1,1
17704,Web,Expert,Industry,1,1,0,1,0,0,0,0,0,0,1,1
17705,Conference,Beginner,Industry,0,1,1,0,0,1,1,1,1,1,1,1
17706,Web,Intermediate,Research,0,1,1,0,0,1,1,1,1,1,1,1
17707,College,Beginner,I'm a student,0,0,1,1,1,1,0,1,1,1,1,1
17708,Web,Intermediate,Research,0,1,1,1,0,0,0,1,0,0,1,1
17709,Web,Expert,Industry,0,1,1,1,0,1,1,1,1,1,1,1
17710,Web,Beginner,Academia,1,1,1,1,1,1,0,1,1,1,1,1
17711,Web,Beginner,,0,0,1,1,1,1,1,1,1,1,1,1
17712,Web,Intermediate,Industry,1,0,1,1,0,0,0,1,1,1,1,1
17713,College,Expert,Research,1,1,1,1,0,1,1,1,1,1,1,1
17714,Web,Beginner,Industry,1,1,1,1,1,1,1,1,0,1,1,1
17715,Web,Intermediate,Industry,0,1,1,0,0,1,0,1,0,1,1,1
17716,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17717,College,Intermediate,,0,1,1,1,1,1,1,1,1,1,1,1
17718,Web,Beginner,Industry,0,1,1,1,0,0,1,1,1,1,1,1
17719,Job,Intermediate,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17720,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
17721,Web,Intermediate,Academia,0,1,1,1,1,1,0,1,1,1,1,1
17722,Web,Intermediate,Industry,0,1,1,1,0,1,0,1,0,1,1,1
17723,Friends,,,1,1,1,1,0,1,1,1,0,1,1,1
17724,Friends,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17725,Web,Beginner,I'm a student,0,1,1,1,0,0,1,1,0,1,1,1
17726,Web,Beginner,Research,1,1,1,1,0,1,0,1,1,1,1,1
17727,Web,Intermediate,,0,1,1,1,1,1,0,1,0,1,1,1
17728,Web,Beginner,Research,0,1,1,1,0,1,1,1,1,1,1,1
17729,Web,Beginner,Academia,0,1,1,0,1,1,1,1,0,1,1,1
17730,Web,Beginner,I'm a student,1,1,1,0,1,1,0,1,0,1,1,1
17731,Web,Intermediate,Industry,0,1,0,1,0,0,0,1,0,1,1,1
17732,,Intermediate,I'm a student,0,1,1,0,0,0,0,1,1,1,1,1
17733,Friends,Expert,Industry,0,0,0,0,0,0,0,0,0,0,1,1
17734,Friends,Intermediate,Industry,0,1,1,0,0,1,0,1,0,1,1,1
17735,Web,Intermediate,Industry,0,1,1,1,1,1,0,1,1,1,1,1
17736,Web,Beginner,Academia,1,1,1,1,0,0,0,1,1,1,1,1
17737,,Beginner,,0,1,1,1,0,0,1,1,0,1,1,1
17738,School,Intermediate,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17739,Job,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,1
17740,Web,Intermediate,Academia,1,1,1,1,0,0,0,1,1,1,1,1
17741,Web,Beginner,I'm a student,0,1,1,1,0,1,0,1,0,0,1,1
17742,Web,Beginner,Industry,0,1,1,0,0,0,0,1,1,1,1,1
17743,Web,Intermediate,Research,0,0,1,1,1,1,0,1,1,1,1,1
17744,Web,Beginner,Academia,1,1,1,1,1,1,1,1,1,0,1,1
17745,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17746,College,Intermediate,Academia,1,1,1,1,0,0,1,1,0,1,1,1
17747,Web,Beginner,I'm a student,0,1,1,0,1,1,0,1,1,1,1,1
17748,College,Beginner,I'm a student,0,0,1,0,0,0,0,1,1,1,1,1
17749,Web,Beginner,Academia,0,1,1,0,0,1,1,1,1,1,1,1
17750,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17751,Web,Intermediate,I'm a student,0,0,1,1,0,0,0,0,0,0,1,1
17752,Web,Intermediate,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17753,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,0,1,1
17754,Web,Beginner,Academia,1,1,1,1,1,1,0,1,1,1,1,1
17755,School,Beginner,Research,1,1,1,1,1,0,1,1,1,1,1,1
17756,College,Beginner,I'm a student,0,1,1,0,0,1,0,1,1,1,1,1
17757,Friends,Expert,Industry,0,0,0,1,0,0,0,0,0,0,1,1
17758,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17759,Friends,Intermediate,Industry,1,0,1,0,1,0,1,0,1,0,1,1
17760,Web,Intermediate,Academia,0,0,1,1,1,1,0,1,0,1,1,1
17761,Job,,Academia,0,0,1,1,1,1,0,1,1,1,1,1
17762,Web,Beginner,,0,1,1,1,0,0,0,1,0,1,1,1
17763,Web,Expert,Industry,0,0,1,0,1,0,0,0,0,0,1,1
17764,Web,Beginner,Industry,0,1,1,1,0,1,1,1,0,1,1,1
17765,Friends,Intermediate,Research,1,0,1,1,1,1,1,1,1,1,1,1
17766,College,Intermediate,Academia,0,1,1,0,1,1,1,1,1,1,1,1
17767,College,Intermediate,Academia,1,1,1,1,1,1,1,1,0,1,1,1
17768,,Expert,Industry,0,0,1,1,1,1,0,0,1,1,1,1
17769,Web,Beginner,Research,1,1,1,1,1,1,1,1,0,1,1,1
17770,Friends,Intermediate,I'm a student,0,0,1,1,1,1,1,0,1,1,1,1
17771,Job,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17772,Web,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,0,1
17773,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17774,Web,Intermediate,Academia,0,0,1,1,1,1,0,0,1,1,1,1
17775,Web,Beginner,,1,1,1,1,0,1,1,1,1,1,1,1
17776,Friends,Expert,Academia,1,1,1,0,0,0,0,1,1,1,1,1
17777,Friends,Beginner,I'm a student,1,1,1,1,1,1,0,1,1,1,1,1
17778,Web,Intermediate,Academia,0,1,1,1,0,0,0,1,0,1,1,1
17779,Web,Beginner,Research,0,0,1,1,1,1,1,1,1,0,1,1
17780,School,Beginner,,0,1,1,1,0,1,1,1,0,1,1,1
17781,Conference,Beginner,Academia,1,1,1,1,0,1,1,1,1,1,1,1
17782,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17783,Friends,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
17784,School,Intermediate,,0,0,1,0,0,1,0,1,0,0,1,1
17785,Web,Intermediate,Research,0,1,1,0,0,0,1,1,0,1,1,1
17786,Job,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,0,1
17787,College,Beginner,I'm a student,0,0,0,1,1,1,1,1,0,1,1,1
17788,Web,Expert,Academia,0,1,1,1,1,1,0,1,1,1,1,1
17789,Web,Beginner,I'm a student,0,1,1,1,1,1,1,0,0,0,1,1
17790,Web,Intermediate,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
17791,,Expert,Research,1,1,1,1,0,0,0,1,0,1,1,1
17792,College,Expert,I'm a student,0,1,1,0,0,0,0,1,0,0,1,1
17793,College,Intermediate,I'm a student,0,1,1,1,1,1,0,1,0,0,1,1
17794,Web,Intermediate,Academia,0,0,1,0,0,1,0,1,1,1,1,1
17795,Web,Intermediate,I'm a student,0,1,1,0,0,1,0,1,0,1,1,1
17796,Web,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
17797,Friends,Beginner,Industry,1,1,1,0,0,1,0,1,1,1,1,1
17798,College,Beginner,Academia,0,1,1,0,1,1,0,1,1,1,1,1
17799,Job,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
17800,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17801,College,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,0,1,1
17802,College,,I'm a student,0,0,1,1,0,1,1,1,0,1,1,1
17803,,Intermediate,Industry,0,1,1,1,0,0,1,1,1,1,1,1
17804,Web,Expert,Industry,1,1,1,1,1,1,0,1,0,1,1,1
17805,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
17806,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
17807,Web,Expert,Industry,0,0,1,1,0,0,1,1,0,1,1,1
17808,Web,Beginner,Research,1,1,1,1,1,1,1,1,1,1,0,1
17809,,Intermediate,Academia,0,1,1,0,0,0,1,1,1,1,1,1
17810,College,Beginner,I'm a student,0,1,1,1,1,1,0,1,1,1,1,1
17811,,Expert,Academia,1,1,1,1,0,1,0,1,1,1,1,1
17812,Web,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,1
17813,Web,Intermediate,Research,0,1,0,1,1,1,0,0,0,1,1,1
17814,Web,Beginner,Academia,0,1,1,1,1,1,0,1,1,1,1,1
17815,Web,Intermediate,Industry,0,1,1,1,0,0,0,1,1,1,1,1
17816,School,Expert,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
17817,Web,Beginner,I'm a student,1,1,1,0,1,1,1,1,1,1,1,1
17818,,Beginner,I'm a student,1,1,1,0,1,1,1,1,0,0,1,1
17819,Web,Beginner,I'm a student,1,1,1,1,1,0,1,1,1,1,1,1
17820,Web,Beginner,I'm a student,0,0,1,1,1,1,1,1,0,0,1,1
17821,Web,Beginner,Industry,1,1,1,1,1,0,1,1,1,1,1,1
17822,Web,Intermediate,I'm a student,1,0,1,0,0,0,1,1,0,0,1,1
17823,Friends,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17824,Web,Beginner,I'm a student,1,1,1,1,0,1,0,1,1,1,1,1
17825,Web,,Industry,0,1,1,1,0,1,1,1,0,1,1,1
17826,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17827,College,Beginner,Academia,0,1,1,0,1,1,1,1,1,1,1,1
17828,Job,Beginner,Research,0,1,1,0,0,1,0,1,0,1,1,1
17829,College,Beginner,I'm a student,1,1,1,0,0,1,1,1,1,1,1,1
17830,Friends,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,0,1,1
17831,Web,Beginner,Research,0,0,1,0,1,1,0,1,0,1,1,1
17832,Web,Beginner,Research,0,1,1,1,0,0,1,1,1,1,1,1
17833,Web,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
17834,Web,Beginner,Research,0,1,1,0,1,1,0,1,0,1,1,1
17835,College,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17836,,Intermediate,I'm a student,0,1,1,0,0,0,0,1,1,1,1,1
17837,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17838,Job,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17839,Job,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17840,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17841,,,Industry,0,1,1,1,0,0,0,1,1,1,1,1
17842,,Beginner,Academia,0,1,1,1,1,1,1,1,1,0,1,1
17843,College,Beginner,I'm a student,1,1,1,0,1,1,1,1,0,1,1,1
17844,Job,Intermediate,Industry,1,1,1,1,0,0,0,1,0,1,1,1
17845,Job,Beginner,Academia,1,1,1,1,1,1,0,1,1,1,1,1
17846,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17847,Web,Intermediate,Academia,0,1,1,0,0,0,1,1,1,1,1,1
17848,Job,,Industry,0,1,1,1,0,1,0,1,0,1,1,1
17849,School,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17850,,Beginner,Industry,0,1,1,0,0,0,1,1,0,1,1,1
17851,Web,Beginner,Research,1,1,1,1,1,1,0,1,1,1,1,1
17852,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17853,Friends,Beginner,Academia,0,0,1,0,0,1,1,1,1,1,1,1
17854,Web,Beginner,Research,0,1,1,0,0,1,1,1,0,1,1,1
17855,Conference,Beginner,I'm a student,0,1,1,0,1,1,1,1,0,1,1,1
17856,Web,Beginner,Industry,0,1,1,1,1,1,0,0,0,1,1,1
17857,,Intermediate,,0,1,1,1,0,1,0,0,0,0,1,1
17858,Web,Intermediate,Industry,0,1,1,1,1,0,0,1,1,0,1,1
17859,Web,Expert,Industry,0,1,1,0,0,1,0,1,0,1,1,1
17860,Friends,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17861,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17862,Friends,Beginner,I'm a student,1,1,1,1,1,1,0,1,1,1,1,1
17863,Web,Beginner,Industry,0,1,1,1,0,1,0,1,1,1,1,1
17864,Web,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
17865,College,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17866,Web,Intermediate,Industry,0,1,1,0,0,0,1,1,0,1,1,1
17867,School,Beginner,I'm a student,0,1,1,1,0,0,0,1,1,1,1,1
17868,Friends,Intermediate,Academia,1,1,1,1,0,1,1,1,1,0,1,1
17869,,Beginner,Research,0,0,1,0,0,0,0,1,1,1,1,1
17870,,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17871,Web,Intermediate,,1,1,1,1,0,0,1,1,1,1,1,1
17872,College,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17873,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
17874,Web,Intermediate,I'm a student,1,1,1,1,0,0,0,1,1,1,1,1
17875,,Expert,Academia,0,1,1,0,0,0,1,1,0,0,1,1
17876,Friends,Beginner,Academia,0,1,0,1,1,1,1,1,1,1,1,1
17877,School,Beginner,Industry,1,1,1,1,0,0,0,1,0,1,1,1
17878,Web,Beginner,Industry,0,1,1,0,0,0,1,1,1,1,1,1
17879,Web,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,0,1
17880,Web,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,0,1,1
17881,Conference,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17882,Web,Beginner,I'm a student,0,0,1,0,0,1,1,1,1,0,1,1
17883,Web,Expert,Research,0,1,1,0,0,0,0,0,0,0,1,1
17884,Job,Beginner,Industry,1,1,1,1,1,1,0,1,1,1,1,1
17885,Conference,Beginner,Research,1,1,1,1,0,1,1,1,1,1,1,1
17886,,Beginner,Industry,0,0,1,1,0,0,1,1,0,1,1,1
17887,School,Beginner,I'm a student,0,0,1,1,1,1,0,1,0,0,1,1
17888,Web,Beginner,Research,0,0,1,1,1,1,1,1,1,1,1,1
17889,School,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
17890,,Beginner,Industry,0,1,1,1,0,0,1,1,0,1,1,1
17891,College,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17892,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
17893,Job,Intermediate,Industry,0,0,1,0,1,1,1,1,0,1,1,1
17894,Job,Beginner,Industry,0,1,1,1,1,1,0,1,1,1,1,1
17895,Web,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17896,Job,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
17897,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
17898,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17899,Conference,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17900,,,,1,1,1,1,1,1,1,1,1,1,1,1
17901,School,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17902,Conference,Beginner,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17903,Web,Intermediate,I'm a student,0,1,1,1,0,0,1,0,0,1,1,1
17904,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,0,1,1,1
17905,Web,Intermediate,Academia,0,1,1,1,1,1,0,0,1,0,1,1
17906,Web,Intermediate,I'm a student,1,1,1,1,0,0,0,1,1,1,1,1
17907,Conference,Intermediate,Academia,0,0,0,0,1,1,0,1,1,0,1,1
17908,Web,Intermediate,Research,0,0,1,1,0,0,1,1,0,0,1,1
17909,School,Expert,Academia,1,1,1,0,0,1,0,1,0,1,1,1
17910,College,Intermediate,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17911,College,Intermediate,Industry,0,0,1,1,0,1,1,1,0,1,1,1
17912,Web,Intermediate,Academia,1,1,1,0,0,0,0,1,1,0,1,1
17913,College,Beginner,Research,1,1,1,1,1,1,1,1,1,1,0,1
17914,Friends,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17915,Web,Intermediate,Industry,1,1,0,1,1,1,1,0,0,1,1,1
17916,College,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17917,School,Beginner,Industry,0,1,1,0,0,1,1,1,1,1,1,1
17918,School,Beginner,Academia,0,1,1,0,0,0,0,1,1,1,1,1
17919,College,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,0,1,1
17920,Web,Intermediate,Academia,0,1,0,0,0,1,0,1,1,0,1,1
17921,School,Beginner,Academia,1,1,1,1,0,1,1,1,0,1,1,1
17922,College,Expert,Industry,0,0,1,0,1,1,0,1,0,1,1,1
17923,Web,Beginner,I'm a student,1,1,1,0,1,1,1,1,1,1,1,1
17924,Web,Intermediate,Industry,1,1,1,1,1,1,0,1,0,1,1,1
17925,Job,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17926,Web,Beginner,Industry,0,1,1,1,1,1,0,1,0,1,1,1
17927,Web,Beginner,Industry,0,1,1,1,0,0,1,1,1,1,1,1
17928,Web,Beginner,Research,1,1,1,1,1,1,1,1,1,1,0,1
17929,,,,1,1,1,1,1,1,1,1,1,1,1,1
17930,School,Beginner,Research,0,1,1,1,0,0,0,1,0,0,1,1
17931,College,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,0,1,1
17932,Web,Intermediate,Research,0,1,1,1,0,0,0,0,1,0,1,1
17933,Web,Beginner,I'm a student,0,1,1,1,1,1,1,1,0,1,1,1
17934,Job,Intermediate,Industry,0,1,0,1,0,1,0,1,0,1,1,1
17935,Web,Intermediate,Research,0,1,1,0,1,1,1,1,1,1,1,1
17936,Web,Intermediate,Industry,0,1,1,1,1,0,0,1,0,1,1,1
17937,College,Intermediate,Industry,1,0,1,0,0,1,0,1,0,1,1,1
17938,,Beginner,I'm a student,1,1,1,1,0,1,1,1,1,1,1,1
17939,Web,Intermediate,Academia,0,0,1,1,1,1,1,1,0,1,1,1
17940,School,Intermediate,Academia,0,1,0,0,1,1,1,0,1,0,1,1
17941,,Beginner,I'm a student,0,1,1,0,1,1,1,1,1,1,1,1
17942,,Intermediate,Academia,1,0,0,1,1,1,1,1,1,1,1,1
17943,Conference,Beginner,Academia,1,1,1,1,1,1,0,1,1,1,1,1
17944,College,Beginner,Research,1,1,1,0,1,0,0,1,0,1,1,1
17945,Web,Beginner,Industry,1,1,1,1,0,0,1,1,0,1,1,1
17946,School,Beginner,I'm a student,1,1,1,1,1,1,1,0,1,1,1,1
17947,Web,Intermediate,I'm a student,0,0,1,1,0,0,0,1,0,0,1,1
17948,Web,Intermediate,Industry,0,1,1,1,0,0,0,1,0,1,1,1
17949,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17950,Web,Beginner,Academia,1,1,1,0,1,1,1,1,1,1,1,1
17951,Conference,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17952,,Intermediate,Research,0,0,1,0,0,1,1,1,0,0,1,1
17953,Job,Beginner,Research,0,1,1,1,1,1,1,1,1,1,1,1
17954,Friends,Beginner,I'm a student,0,0,1,1,0,1,1,1,0,1,1,1
17955,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17956,Web,Expert,Research,1,1,1,1,0,1,0,1,1,1,1,1
17957,Web,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
17958,School,Expert,I'm a student,1,1,0,1,1,1,1,1,1,1,0,1
17959,Web,Beginner,Industry,1,1,1,1,1,1,1,1,0,1,1,1
17960,Conference,Beginner,Research,1,1,1,0,1,1,1,1,1,0,1,1
17961,Friends,Beginner,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
17962,Web,Intermediate,Research,0,0,1,1,1,1,1,1,1,1,1,1
17963,Web,Beginner,,1,1,1,1,1,1,1,1,0,1,1,1
17964,Web,Beginner,Industry,0,1,0,1,0,1,1,1,0,0,1,1
17965,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17966,Web,Beginner,Industry,1,1,1,1,0,1,0,1,0,1,1,1
17967,Web,Beginner,Industry,1,1,1,1,1,1,0,1,1,1,1,1
17968,Friends,Beginner,I'm a student,0,1,1,1,0,0,0,1,1,0,1,1
17969,Web,Beginner,Research,0,1,1,1,1,1,1,1,0,1,1,1
17970,School,Beginner,Research,0,1,1,1,0,1,1,1,0,1,1,1
17971,Job,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17972,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
17973,School,Beginner,Academia,0,1,1,0,0,1,1,1,0,1,1,1
17974,Friends,Beginner,,1,1,1,1,1,1,1,1,1,1,0,1
17975,Friends,Beginner,Research,1,1,1,1,0,1,1,1,1,1,1,1
17976,School,Intermediate,I'm a student,0,1,1,1,1,1,1,1,1,1,1,1
17977,College,Intermediate,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17978,,Beginner,Industry,0,1,1,1,0,1,1,1,1,1,1,1
17979,,Beginner,Research,0,1,1,1,0,1,0,1,1,1,1,1
17980,Web,Intermediate,Research,0,0,1,1,0,1,0,1,0,0,1,1
17981,Job,Intermediate,Industry,1,1,1,0,0,1,1,1,1,1,1,1
17982,Job,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17983,Web,Expert,Academia,0,1,1,1,0,0,1,1,1,1,1,1
17984,Web,Beginner,Industry,0,1,1,1,1,1,1,1,0,1,1,1
17985,,Intermediate,I'm a student,0,1,1,1,0,1,1,1,1,1,1,1
17986,Web,Intermediate,Academia,1,1,1,1,0,1,1,1,1,1,1,1
17987,Web,Beginner,Academia,0,1,1,0,1,1,1,1,1,1,1,1
17988,Job,Beginner,Industry,1,1,1,1,1,1,1,1,1,1,0,1
17989,Web,Intermediate,Industry,0,1,1,1,0,1,0,1,0,1,1,1
17990,Web,,,1,1,1,1,1,1,1,0,1,1,1,1
17991,Conference,Beginner,Academia,1,1,1,1,1,1,1,1,1,1,0,1
17992,Web,Beginner,Industry,1,1,1,0,0,0,0,1,1,1,1,1
17993,School,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,0,1,1
17994,School,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
17995,College,Beginner,I'm a student,0,0,0,0,0,0,0,0,0,0,1,1
17996,Web,Beginner,,1,1,1,1,0,1,1,1,1,1,1,1
17997,College,Intermediate,I'm a student,0,0,1,0,1,1,1,1,0,1,1,1
17998,Web,Expert,Industry,0,1,1,0,0,0,0,1,0,1,1,1
17999,Web,Beginner,Industry,0,1,1,1,1,1,1,1,1,1,1,1
18000,College,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
18001,Web,Beginner,Academia,0,1,1,1,0,1,0,1,1,1,1,1
18002,Web,Expert,Academia,0,0,1,1,0,0,0,1,1,1,1,1
18003,Web,Beginner,I'm a student,1,1,1,1,1,1,1,1,1,1,0,1
18004,Web,Intermediate,Research,0,1,1,0,0,1,1,1,1,1,1,1
18005,Web,Beginner,Research,0,1,1,1,0,0,0,1,0,1,1,1
18006,College,Beginner,Industry,1,1,0,1,0,1,0,1,1,1,1,1
18007,School,Beginner,Academia,0,1,1,1,1,1,1,1,1,1,1,1
18008,Web,Beginner,Academia,0,1,1,1,0,1,1,0,1,1,1,1
18009,College,Beginner,Academia,1,1,1,0,1,1,1,1,1,1,1,1
18010,School,Beginner,Industry,1,1,1,1,1,1,0,1,1,1,1,1
18011,College,Beginner,Industry,0,1,1,0,0,1,1,1,1,1,1,1
